Count,Name,Edition,Card Number,Language,Foil,PreRelease
1,Plains,Adventures in the Forgotten Realms,264,English,,
1,Plains,Adventures in the Forgotten Realms,265,English,,
1,Plains,Innistrad: Midnight Hunt,268,English,,
1,Plains,Innistrad: Midnight Hunt,269,English,,
1,Plains,Innistrad: Midnight Hunt,269,English,true,
1,Plains,Innistrad: Crimson Vow,268,English,,
1,Plains,Innistrad: Crimson Vow,269,English,,
2,Planar Ally,Adventures in the Forgotten Realms,31,English,,
3,Play with Fire,Innistrad: Midnight Hunt,154,English,,
2,Plaza of Harmony,Ravnica Allegiance,254,English,,
1,Plumb the Forbidden,Strixhaven: School of Mages,81,English,,
3,Plummet,Masters 25,183,English,,
1,Plummet,Battle for Zendikar,184,English,,
4,Plummet,Rivals of Ixalan,143,English,,
4,Plummet,Core Set 2019,193,English,,
4,Plummet,Core Set 2020,188,English,,
1,Plummet,Theros Beyond Death,194,English,,
2,Plummet,Ikoria: Lair of Behemoths,169,English,,
5,Plummet,Adventures in the Forgotten Realms,199,English,,
1,Plummet,Innistrad: Midnight Hunt,193,English,true,
1,Plundering Barbarian,Adventures in the Forgotten Realms,158,English,,
2,Pointed Discussion,Innistrad: Crimson Vow,126,English,,
2,Poison the Cup,Kaldheim,103,English,,
1,Poison-Tip Archer,Core Set 2019,220,English,,
4,Pollenbright Druid,War of the Spark,173,English,,
2,Portcullis Vine,Guilds of Ravnica,142,English,,
2,Portcullis Vine,Core Set 2021,195,English,,
1,Portent,Ice Age,90,English,,
1,Portent of Betrayal,Theros Beyond Death,149,English,true,
1,Potion of Healing,Adventures in the Forgotten Realms,34,English,,
4,Pounce,Ixalan,200,English,,
1,Pouncing Cheetah,Amonkhet,179,English,,
4,Pouncing Lynx,War of the Spark,25,English,,
2,Power Leak,Revised Edition,73,English,,
2,Power Leak,Fourth Edition,92,English,,
4,Power Sink,Revised Edition,74,English,,
3,Power Sink,Fourth Edition,93,English,,
1,Power Surge,Revised Edition,169,English,,
4,Powerstone Shard,Dominaria,227,English,,
1,Practical Research,Strixhaven: School of Mages,212,English,,
2,Practiced Tactics,Zendikar Rising,32,English,,
3,Pradesh Gypsies,Fourth Edition,149,English,,
3,Prakhata Club Security,Kaladesh,98,English,,
4,Prakhata Pillar-Bug,Kaladesh,228,English,,
1,Precipitous Drop,Adventures in the Forgotten Realms,115,English,,
1,Precise Strike,Aether Revolt,92,English,,
4,Precision Bolt,Guilds of Ravnica,267,English,,
2,Predatory Sliver,Magic 2014 Core Set,189,English,,
4,Pressure Point,Kaladesh,23,English,,
3,Pressure Point,Zendikar Rising,33,English,,
1,Prey Upon,Aether Revolt,120,English,,
4,Prey Upon,Guilds of Ravnica,143,English,,
4,Prey's Vengeance,Iconic Masters,182,English,,
2,Price of Fame,Guilds of Ravnica,83,English,,
2,Prickly Marmoset,Ikoria: Lair of Behemoths,129,English,,
1,Pride of Conquerors,Rivals of Ixalan,17,English,,
2,Pridemalkin,Core Set 2021,196,English,,
1,Priest of Ancient Lore,Adventures in the Forgotten Realms,35,English,,
1,Priest of Forgotten Gods,Ravnica Allegiance,83,English,,
3,Priest of the Haunted Edge,Kaldheim,104,English,,
1,Priest of Titania,Mystery Booster,1299,English,,
3,Primal Clay,Masters 25,228,English,,
1,Primal Clay,Revised Edition,271,English,,
1,Primal Visitation,Gatecrash,187,English,,
1,Primordial Ooze,Chronicles,54,English,,
4,Primordial Wurm,Dominaria,177,English,,
3,Primordial Wurm,War of the Spark,174,English,,
1,Prismari Campus,Strixhaven: School of Mages,270,English,,
1,Prismari Pledgemage,Strixhaven: School of Mages,215,English,,
2,Prismatic Ward,Ice Age,271,English,,
4,Prismite,War of the Spark,242,English,,
3,Prismite,Core Set 2020,235,English,,
1,Pristine Talisman,Iconic Masters,225,English,,
2,Prized Griffin,Throne of Eldraine,24,English,,
1,Processor Assault,Battle for Zendikar,132,English,,
1,Prodigal Pyromancer,Iconic Masters,142,English,,
4,Prodigal Sorcerer,Revised Edition,75,English,,
2,Prodigal Sorcerer,Fourth Edition,94,English,,
2,Professor of Zoomancy,Strixhaven: School of Mages,140,English,,
2,Professor's Warning,Strixhaven: School of Mages,84,English,,
4,Propeller Pioneer,Kaladesh,24,English,,
2,Prophecy,Homelands,114,English,,
2,Prophet of Distortion,Oath of the Gatewatch,46,English,,
3,Prophet of the Peak,Throne of Eldraine,227,English,,
2,Prophetic Prism,Masters 25,229,English,,
4,Prophetic Prism,Kaladesh,229,English,,
1,Prosperous Innkeeper,Adventures in the Forgotten Realms,200,English,,
4,Prosperous Pirates,Ixalan,69,English,,
1,Protect // Serve,Dragon's Maze,131,English,,
2,Proven Combatant,Hour of Devastation,42,English,,
3,Provoke the Trolls,Kaldheim,144,English,,
4,Prowling Caracal,Ravnica Allegiance,17,English,,
1,Prowling Felidar,Zendikar Rising,294,English,,
1,Prowling Pangolin,Mystery Booster,739,English,,
4,Prying Blade,Ixalan,244,English,,
4,Prying Eyes,Ravnica Allegiance,46,English,,
2,Psychic Corrosion,Core Set 2019,68,English,,
1,Psychic Miasma,Scars of Mirrodin,76,English,,
1,Psychic Spiral,Return to Ravnica,47,English,,
3,Psychic Venom,Revised Edition,76,English,,
2,Psychic Venom,Fourth Edition,96,English,,
1,Pteramander,Ravnica Allegiance,47,English,,
4,Pterodon Knight,Ixalan,28,English,,
1,Pull from Eternity,Mystery Booster Retail Edition Foils,12,English,true,
2,Pulse of Murasa,Oath of the Gatewatch,141,English,,
2,Pulse of Murasa,Core Set 2020,189,English,,
1,Puncturing Blow,Hour of Devastation,106,English,,
3,Punish the Enemy,Dragon's Maze,35,English,,
1,Purge the Profane,Gatecrash,190,English,,
1,"Purphoros, God of the Forge",Mystery Booster,1029,English,,
1,Pursue Glory,Amonkhet,147,English,,
1,Pursuit of Flight,Return to Ravnica,102,English,,
1,Putrefy,Dragon's Maze,93,English,,
1,Pyramid of the Pantheon,Amonkhet,235,English,,
3,Pyre Hound,Masters 25,145,English,,
1,Pyre Spawn,Innistrad: Crimson Vow,173,English,,
2,Pyroblast,Ice Age,213,English,,
2,Pyroceratops,Ikoria: Lair of Behemoths,130,English,,
2,Pyroclastic Hellion,Zendikar Rising,152,English,,
1,Pyroconvergence,Return to Ravnica,103,English,,
2,Pyromancer's Assault,Oath of the Gatewatch,115,English,,
4,Pyromantic Pilgrim,Dominaria,278,English,,
1,Pyrotechnics,Fourth Edition,235,English,,
2,Quag Sickness,Magic 2014 Core Set,110,English,,
1,Quakebringer,Kaldheim,145,English,,
1,Quandrix Campus,Strixhaven: School of Mages,271,English,,
2,Quandrix Cultivator,Strixhaven: School of Mages,218,English,,
1,Quarry Hauler,Amonkhet,181,English,,
4,Queen's Agent,Ixalan,114,English,,
4,Queen's Bay Soldier,Ixalan,115,English,,
4,Queen's Commission,Ixalan,29,English,,
4,Quench,Ravnica Allegiance,48,English,,
1,"Quintorius, Field Historian",Strixhaven: School of Mages,220,English,,
4,Rabid Bite,Core Set 2019,195,English,,
3,Rabid Bite,Core Set 2020,190,English,,
2,Rabid Bite,Zendikar Rising,199,English,,
1,Rabid Wombat,Chronicles,39,English,,
1,"Radha, Heart of Keld",Core Set 2021,224,English,true,true
1,Radiant Fountain,Iconic Masters,244,English,,
1,Radiant Fountain,Core Set 2021,248,English,,
4,Radiating Lightning,Dominaria,138,English,,
2,Radical Idea,Guilds of Ravnica,52,English,,
1,Radjan Spirit,Fourth Edition,150,English,,
2,"Raff Capashen, Ship's Mage",Dominaria,202,English,,
4,Rafter Demon,Ravnica Allegiance,196,English,,
2,Rag Man,Fourth Edition,39,English,,
1,Rage of Purphoros,Theros,137,English,,
1,Rage-Scarred Berserker,Theros Beyond Death,113,English,,
1,Ragged Recluse // Odious Witch,Innistrad: Crimson Vow,127,English,,
6,Raging Kronch,War of the Spark,141,English,,
3,Raging Redcap,Throne of Eldraine,134,English,,
1,Raging Regisaur,Rivals of Ixalan,168,English,,
1,Raging Swordtooth,Ixalan,226,English,,
2,Raiders' Karve,Kaldheim,242,English,,
2,Raiding Party,Fallen Empires,132,English,,
3,Raise Dead,Revised Edition,32,English,,
1,Raise Dead,Fourth Edition,40,English,,
1,Raise the Alarm,Conspiracy: Take the Crown,96,English,,
3,Raise the Alarm,Core Set 2020,34,English,,
1,Raise the Draugr,Kaldheim,105,English,,
1,Raise the Draugr,Kaldheim,105,English,true,
1,Rakdos Cluestone,Dragon's Maze,143,English,,
2,Rakdos Drake,Iconic Masters,103,English,,
3,Rakdos Drake,Dragon's Maze,28,English,,
3,Rakdos Firewheeler,Ravnica Allegiance,197,English,,
1,Rakdos Guildgate,Modern Masters 2017 Edition,242,English,,
4,Rakdos Guildgate,Ravnica Allegiance,255,English,,
3,Rakdos Guildgate,Ravnica Allegiance,256,English,,
4,Rakdos Locket,Ravnica Allegiance,237,English,,
4,Rakdos Roustabout,Ravnica Allegiance,198,English,,
2,Rakdos Shred-Freak,Return to Ravnica,221,English,,
4,Rakdos Trumpeter,Ravnica Allegiance,84,English,,
1,Raking Claws,Ikoria: Lair of Behemoths,131,English,,
1,"Ral, Caller of Storms",Guilds of Ravnica,265,English,true,
2,Ral's Dispersal,Guilds of Ravnica,266,English,,
2,Ral's Outburst,War of the Spark,212,English,,
3,Ral's Staticaster,Guilds of Ravnica,268,English,,
1,Rally,Ice Age,272,English,,
2,Rally for the Throne,Throne of Eldraine,25,English,,
1,Rally of Wings,War of the Spark,27,English,,
2,Rallying Roar,Ixalan,30,English,,
2,Ram Through,Ikoria: Lair of Behemoths,170,English,,
1,Rambunctious Mutt,Core Set 2021,30,English,,
1,Rampage of the Clans,Ravnica Allegiance,134,English,,
4,Rampaging Cyclops,Dominaria,139,English,,
2,Rampaging Hippo,Hour of Devastation,128,English,,
1,Rampaging Monument,Guilds of Ravnica,239,English,,
4,Rampaging Rendhorn,Ravnica Allegiance,135,English,,
1,Ramunap Ruins,Hour of Devastation,181,English,,
1,Ranger's Hawk,Adventures in the Forgotten Realms,37,English,,
1,Ranger's Longbow,Adventures in the Forgotten Realms,203,English,,
1,Rapacious Dragon,Core Set 2020,153,English,,
1,Raptor Companion,Mystery Booster,205,English,,
4,Raptor Companion,Ixalan,31,English,,
4,Raptor Companion,Rivals of Ixalan,19,English,,
2,Raptor Hatchling,Ixalan,155,English,,
2,Rashka the Slayer,Homelands,115,English,,
7,Rat Colony,Dominaria,101,English,,
1,Ravager's Mace,Zendikar Rising,235,English,,
1,Raven Wings,Kaldheim,243,English,,
3,Ravenform,Kaldheim,72,English,,
1,Ravenous Bloodseeker,Shadows over Innistrad,175,English,,
3,Ravenous Daggertooth,Ixalan,202,English,,
1,Ravenous Harpy,Core Set 2019,115,English,,
1,Ravenous Leucrocota,Journey into Nyx,136,English,,
2,Ravenous Lindwurm,Kaldheim,187,English,,
1,Ravenous Trap,Mystery Booster Retail Edition Foils,42,English,true,
1,Ravnica at War,War of the Spark,28,English,true,
1,Ray of Command,Ice Age,92,English,,
1,Ray of Dissolution,Theros,27,English,,
4,Raze the Effigy,Innistrad: Midnight Hunt,156,English,,
1,Reach of Shadows,Fate Reforged,81,English,,
2,Read the Bones,Magic Origins,114,English,,
2,Read the Tides,Core Set 2021,62,English,,
1,Reality Hemorrhage,Oath of the Gatewatch,100,English,,
1,Really Epic Punch,Unstable,118,English,,
1,Realmwalker,Kaldheim,399,English,true,
1,Reaper of Night // Harvest Fear,Throne of Eldraine,102,English,,
1,Reaper's Talisman,Adventures in the Forgotten Realms,117,English,,
1,Reassembling Skeleton,Core Set 2019,116,English,,
3,Reave Soul,Iconic Masters,104,English,,
2,Reave Soul,Throne of Eldraine,103,English,,
2,Reaver Ambush,Rivals of Ixalan,83,English,,
1,Reaver Drone,Oath of the Gatewatch,76,English,,
1,Recall,Chronicles,24,English,,
1,Reckless Air Strike,Core Set 2020,154,English,,
1,Reckless Amplimancer,Strixhaven: School of Mages,141,English,,
1,Reckless Bushwhacker,Oath of the Gatewatch,116,English,,
4,Reckless Fireweaver,Kaladesh,126,English,,
1,Reckless Impulse,Innistrad: Crimson Vow,174,English,,
1,Reckless Rage,Rivals of Ixalan,110,English,,
1,Reckless Spite,Mystery Booster,750,English,,
1,Reclaim,Magic Origins,195,English,,
3,Reclaim the Wastes,Zendikar Rising,200,English,,
1,Reclaim the Wastes,Zendikar Rising,200,English,true,
2,Reclaiming Vines,Battle for Zendikar,185,English,,
4,Reclamation Sage,Core Set 2019,196,English,,
2,Recollect,Core Set 2019,197,English,,
1,Reconstruct History,Strixhaven: School of Mages,222,English,,
4,Reconstruction,Revised Edition,77,English,,
4,Recover,Rivals of Ixalan,84,English,,
1,Red Dragon,Adventures in the Forgotten Realms,160,English,,
2,Red Elemental Blast,Revised Edition,170,English,,
2,Red Elemental Blast,Fourth Edition,236,English,,
1,Red Mana Battery,Legends,236,English,,
1,Red Scarab,Ice Age,273,English,,
3,Red Ward,Revised Edition,217,English,,
1,Redcap Melee,Throne of Eldraine,135,English,,
2,Redcap Raiders,Throne of Eldraine,136,English,,
3,Reduce to Ashes,Core Set 2020,155,English,,
3,Reef Pirates,Homelands,45,English,,
2,Reef Pirates,Homelands,46,English,,
1,Reflecting Mirror,The Dark,103,English,,
2,Regal Bloodlord,Core Set 2019,222,English,,
1,Regal Leosaur,Ikoria: Lair of Behemoths,202,English,,
1,Regal Leosaur,Ikoria: Lair of Behemoths,305,English,,
3,Regathan Firecat,Magic 2014 Core Set,150,English,,
2,Regeneration,Revised Edition,120,English,,
3,Regeneration,Fourth Edition,152,English,,
2,Regenesis,Ravnica Allegiance,136,English,,
1,Regrowth,Masters 25,187,English,,
1,Regrowth,Revised Edition,121,English,,
1,"Reidane, God of the Worthy // Valkmira, Protector's Shield",Kaldheim,21,English,,
1,Reject,Strixhaven: School of Mages,50,English,,
1,Release to the Wind,Rivals of Ixalan,46,English,,
4,Relentless Advance,War of the Spark,64,English,,
1,Relentless Assault,Duel Decks: Merfolk vs. Goblins,54,English,,
2,Relentless Pursuit,Theros Beyond Death,195,English,,
1,Relentless Raptor,Rivals of Ixalan,169,English,,
4,Relic Runner,Dominaria,62,English,,
2,Relic Vial,Zendikar Rising,250,English,,
2,Relief Captain,Oath of the Gatewatch,32,English,,
1,Reliquary Tower,Love your LGS,1,English,true,
2,Remove Soul,Chronicles,25,English,,
1,"Renata, Called to the Hunt",Theros Beyond Death,196,English,,
1,Renegade Demon,Avacyn Restored,118,English,,
4,Renegade Freighter,Kaladesh,230,English,,
4,Renegade Tactics,Kaladesh,127,English,,
3,Renewal,Homelands,66,English,,
3,Renewed Faith,Masters 25,31,English,,
1,Renowned Weaponsmith,Core Set 2020,72,English,,
1,Repeating Barrage,Ixalan,156,English,,
3,Repentant Blacksmith,Chronicles,67,English,,
4,Rescue,Dominaria,63,English,,
1,Resculpt,Strixhaven: School of Mages,51,English,,
1,Resistance Squad,Innistrad: Crimson Vow,32,English,,
1,Resolute Blademaster,Battle for Zendikar,218,English,,
1,Resolute Strike,Zendikar Rising,35,English,,
1,Resolute Watchdog,Ravnica Allegiance,19,English,,
1,Resourceful Return,Aether Revolt,70,English,,
1,Response // Resurgence,Guilds of Ravnica,229,English,true,
4,Retraction Helix,Masters 25,71,English,,
1,Retreat to Coralhelm,Battle for Zendikar,82,English,,
1,Retreat to Emeria,Battle for Zendikar,44,English,,
1,Retreat to Hagra,Battle for Zendikar,121,English,,
1,Retribution,Homelands,99,English,,
3,Return of the Wildspeaker,Throne of Eldraine,172,English,,
2,Return to Nature,War of the Spark,175,English,,
1,Return to Nature,Throne of Eldraine,173,English,,
1,Return to Nature,Core Set 2021,200,English,,
1,Return to Nature,Innistrad: Midnight Hunt,195,English,,
1,Return to the Earth,Fate Reforged,135,English,,
2,Return Upon the Tide,Kaldheim,106,English,,
1,Returned Centaur,Magic Origins,116,English,,
4,Returned Phalanx,Masters 25,106,English,,
1,Returned Phalanx,Theros,104,English,,
2,Returned Reveler,Journey into Nyx,79,English,,
1,Revel in Riches,Mystery Booster,755,English,,
1,Revelation,Chronicles,40,English,,
1,Revenge of Ravens,Throne of Eldraine,104,English,,
3,Revenge of the Drowned,Innistrad: Midnight Hunt,72,English,,
3,Revitalize,Core Set 2019,35,English,,
1,Revitalize,Core Set 2021,31,English,,
1,Revitalize,Kaldheim,23,English,,
1,Revival // Revenge,Ravnica Allegiance,228,English,,
3,Revoke Privileges,Kaladesh,26,English,,
3,Revolutionary Rebuff,Kaladesh,61,English,,
1,Rhet-Crop Spearmaster,Amonkhet,26,English,,
4,Rhizome Lurcher,Guilds of Ravnica,196,English,,
4,Rhox Oracle,Core Set 2019,198,English,,
1,"Rielle, the Everwise",Ikoria: Lair of Behemoths,203,English,,
1,Rift Bolt,Iconic Masters,143,English,,
2,Rigging Runner,Ixalan,157,English,,
4,Righteous Blow,Guilds of Ravnica,23,English,,
1,Righteous Valkyrie,Kaldheim,24,English,true,true
1,Righteousness,Revised Edition,221,English,,
2,Righteousness,Throne of Eldraine,27,English,,
4,Rile,Ixalan,158,English,,
1,Rime Dryad,Ice Age,148,English,,
2,Rimeshield Frost Giant,Adventures in the Forgotten Realms,69,English,,
4,Rimrock Knight // Boulder Rush,Throne of Eldraine,137,English,,
3,Riot Control,Dragon's Maze,6,English,,
1,Riot Gear,Gatecrash,236,English,,
1,Riot Piker,Dragon's Maze,37,English,,
4,Riparian Tiger,Kaladesh,167,English,,
4,Ripscale Predator,Core Set 2020,157,English,,
1,Rise Again,Core Set 2021,119,English,,
1,Rise from the Grave,Core Set 2019,117,English,,
2,Rise of Extus,Strixhaven: School of Mages,226,English,,
1,Rising Populace,War of the Spark,29,English,,
3,Rite of Belzenlok,Dominaria,102,English,,
1,Rite of Oblivion,Innistrad: Midnight Hunt,237,English,,
1,Ritual Guardian,Innistrad: Midnight Hunt,30,English,,
1,Ritual of Hope,Innistrad: Midnight Hunt,31,English,,
4,Ritual of Rejuvenation,Ixalan,32,English,,
4,River Darter,Rivals of Ixalan,47,English,,
4,River Heralds' Boon,Ixalan,204,English,,
1,River Hoopoe,Hour of Devastation,143,English,,
1,Riverwheel Aerialists,Iconic Masters,71,English,,
2,Roaming Ghostlight,Core Set 2021,65,English,,
1,Roar of Challenge,Khans of Tarkir,145,English,,
1,Roast,Mystery Booster,1042,English,,
1,Roc Charger,Guilds of Ravnica,24,English,,
1,Rocket Launcher,Antiquities,28,English,,
1,Rockslide Sorcerer,Zendikar Rising,154,English,,
3,Rod of Ruin,Revised Edition,273,English,,
1,Rod of Ruin,Fourth Edition,362,English,,
1,Rogue,Extras: Unstable,7,English,true,
1,Rogue's Gloves,Core Set 2019,243,English,,
2,Roil Eruption,Zendikar Rising,155,English,,
1,Roilmage's Trick,Battle for Zendikar,83,English,,
1,Rolling Thunder,Battle for Zendikar,154,English,,
1,Rookie Mistake,Core Set 2021,66,English,,
1,Roost of Drakes,Zendikar Rising,74,English,,
4,Root Snare,Core Set 2019,199,English,,
4,Root Snare,Ravnica Allegiance,137,English,,
2,Rootborn Defenses,Return to Ravnica,19,English,,
1,"Rootha, Mercurial Artist",Strixhaven: School of Mages,227,English,,
1,Rootless Yew,Kaldheim,189,English,,
2,Roots,Homelands,68,English,,
1,Roots of Wisdom,Kaldheim,190,English,,
1,Rootwalla,Magic 2014 Core Set,192,English,,
2,Rootwater Hunter,Duel Decks: Merfolk vs. Goblins,16,English,,
2,Rosemane Centaur,Guilds of Ravnica,197,English,,
2,Rosethorn Acolyte // Seasonal Ritual,Throne of Eldraine,174,English,,
1,Rosethorn Halberd,Throne of Eldraine,175,English,,
1,Rot Shambler,Battle for Zendikar,187,English,,
1,Rot-Tide Gargantua,Innistrad: Crimson Vow,129,English,,
1,Roterothopter,Homelands,134,English,,
1,Rotfeaster Maggot,Iconic Masters,105,English,,
1,Rotfeaster Maggot,Mystery Booster,758,English,,
1,Rotten Reunion,Innistrad: Midnight Hunt,119,English,true,
1,Rotten Reunion,Innistrad: Midnight Hunt,119,English,,
1,Rousing Read,Core Set 2021,67,English,,
2,Roving Keep,Throne of Eldraine,228,English,,
1,"Rowan, Fearless Sparkmage",Throne of Eldraine,304,English,,
3,Rowan's Battleguard,Throne of Eldraine,306,English,,
2,Rowan's Stalwarts,Throne of Eldraine,307,English,,
2,Rubble Reading,Ravnica Allegiance,110,English,,
4,Rubble Slinger,Ravnica Allegiance,217,English,,
2,Rubbleback Rhino,Return to Ravnica,132,English,,
4,Rubblebelt Boar,Guilds of Ravnica,114,English,,
1,Rubblebelt Maaka,Mystery Booster,1044,English,,
4,Rubblebelt Recluse,Ravnica Allegiance,111,English,,
2,Rubblebelt Rioters,War of the Spark,215,English,,
4,Rubblebelt Runner,Ravnica Allegiance,202,English,,
3,Rugged Highlands,Ikoria: Lair of Behemoths,252,English,,
3,Ruin in Their Wake,Oath of the Gatewatch,122,English,,
1,Ruin Rat,Hour of Devastation,75,English,,
1,Ruination Guide,Battle for Zendikar,64,English,,
4,Ruinous Gremlin,Kaladesh,128,English,,
2,Ruins of Trokair,Fallen Empires,185,English,,
2,Rumbling Baloth,Magic 2014 Core Set,193,English,,
